"week","tripduration","totaltrip","10001","10002","10003","10004","10005","10007","10009","10010","10011","10012","10013","10014","10016","10017","10018","10019","10021","10022","10023","10024","10025","10026","10027","10028","10029","10035","10036","10037","10038","10040","10044","10065","10069","10075","10115","10119","10128","10153","10162","10199","10278","10279","10280","10282","10453","10457","10458","10460","11101","11102","11103","11105","11106","11109","11201","11203","11205","11206","11208","11211","11213","11215","11216","11217","11221","11222","11225","11231","11232","11233","11235","11237","11238","11369","10468","11385","11207","10006","10170","10032","10030","10031","10451","10454","10039","10455","10456","10033","10111","10452","10459","10474","11220","11370","11377","11218","11226","10034","10020","10463","10467","11104","10461","11219","11209"
2019-01-06,12.5296407073223,159814,13941,14555,24328,1828,2141,742,12165,9989,15821,7224,8122,13985,14427,7012,8719,17995,4944,8218,7462,6157,5002,1688,2311,3179,4027,3132,6094,3279,4533,812,50,1543,677,2043,179,1422,4078,1380,125,915,335,1290,3627,2119,0,0,0,0,3225,891,453,679,1483,652,10831,97,3926,1705,941,10936,557,6504,1743,5654,1133,4221,656,4398,164,387,131,176,4405,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-13,11.4373146334923,246134,23020,21809,37860,2785,3227,1329,18381,15672,25556,11478,12703,21519,22264,10802,13914,28077,8458,12334,11063,9604,7518,2323,3524,5412,6306,5509,9491,4842,6795,1297,39,2263,921,2616,289,2215,5824,1830,218,1358,546,1753,5142,2784,0,6,8,0,4816,1318,653,887,2013,974,16545,141,6089,2665,1346,16717,865,8720,2803,8879,1753,6911,843,6616,270,570,173,319,6615,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-20,11.1596237613453,230492,21707,20462,35677,2419,3187,1239,17773,14708,24133,10622,12003,20699,21452,10221,13092,26134,8128,11483,9892,8503,6492,2095,3331,5010,5696,5203,9022,4521,6729,1363,39,1935,891,2459,288,2184,5312,1525,179,1453,522,1232,4776,2831,3,1,0,0,4633,1198,654,884,1995,1100,15430,141,5543,2365,1298,15593,818,8225,2537,7913,1634,6328,722,6080,248,591,157,291,5913,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-27,11.0713482987435,177075,16267,15875,27428,1859,2262,914,13924,10822,19068,8419,9133,16092,15527,7106,9387,19430,6179,8180,8186,7270,5689,1733,2937,3821,4494,3777,6899,3087,5374,1069,29,1465,687,1648,283,1699,3944,1232,122,1120,442,869,3568,2128,3,2,7,0,3526,997,534,728,1539,722,11833,110,4602,1928,1043,12484,597,6103,1964,6347,1289,5248,619,4636,186,449,97,229,4830,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-03,10.9791295950697,184328,16415,16654,28482,1837,2382,943,15246,11957,19767,8625,9566,17443,15979,7964,10289,19912,6501,9227,8399,6665,5484,1818,2854,3862,4762,3920,6780,3681,5617,1018,39,1677,670,1836,285,1792,4267,1320,124,1131,414,858,3642,2150,0,2,5,2,3536,835,432,517,1478,810,12567,111,4707,2006,1005,12685,571,6372,2117,6302,1341,5152,646,4891,179,468,107,247,5239,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-10,12.1290771862289,270683,24582,23669,43027,2976,3924,1411,21065,17540,28556,12869,14642,26773,23948,11581,14712,28520,8862,12995,12343,9587,8178,2693,4504,5303,6530,5565,9391,4994,8226,1499,45,2119,1146,2828,473,2567,6198,2146,225,1868,677,1375,6089,3696,0,1,11,0,5460,1468,767,928,2184,1331,18302,154,6621,3316,1326,19376,926,9090,2962,8737,1872,7426,988,6911,298,1009,171,356,7333,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-17,11.9580647974535,229330,21001,21215,35606,2339,3363,1180,18420,14363,24156,10783,12080,21801,19771,10018,12652,25128,7531,11406,10633,8428,6747,2253,3500,4167,5767,4862,8390,4249,7023,1230,63,1743,830,2339,338,2222,5323,1607,154,1428,469,1172,4719,2809,0,0,0,0,4427,1230,739,776,2166,1057,15133,151,5756,2775,1160,17013,751,7542,2445,7206,1630,6307,821,6096,298,1085,125,272,6311,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-24,11.9335251503808,214788,19363,19380,33838,2236,2906,1021,17062,13687,22798,10069,10643,20649,18317,8942,12034,23247,6772,10343,10454,8722,6835,2283,3485,4032,5142,4467,8118,3776,5922,1165,61,1686,858,2282,414,1830,5175,1636,143,1411,481,1346,4286,2577,0,0,0,0,4694,1063,707,790,2081,982,13671,119,5059,2725,991,17029,756,6944,2341,6704,1460,5939,756,5300,214,1031,139,266,5835,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-03,11.2089376733161,216007,20744,19599,33445,2154,2937,1143,17840,14949,22745,9983,10909,19743,19866,9558,12556,23673,7683,10683,10015,8120,6818,1923,3312,3963,5457,4739,8304,4391,5951,1161,38,1907,776,2045,413,2213,5001,1560,119,1316,520,1575,4123,2375,0,0,7,0,3760,1091,666,784,1701,912,13852,114,5369,2325,1035,14942,720,6810,2259,6547,1516,5774,625,5315,170,1086,182,264,5750,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-10,11.5235909479078,234200,21355,21365,36847,2450,2988,1047,18809,16830,23894,10555,11964,22286,20967,9697,12965,26441,8048,11522,11533,9178,8114,2309,3878,4798,5734,4773,8907,4411,6206,1299,31,1923,1057,2465,467,2352,5525,1748,167,1562,497,1504,4794,3010,0,0,0,0,4101,1172,595,833,1921,1062,14721,130,5587,2531,1094,16050,752,7760,2483,6790,1659,6365,813,5791,216,1125,169,235,6072,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-17,12.4843113899092,321539,29767,28140,49628,3818,4418,1689,23864,22487,33856,13742,17484,31604,27779,12562,16829,34423,11551,15067,15183,13078,11019,3198,5201,6508,7676,6854,11472,6283,9171,1626,65,2972,1598,3009,581,2937,7792,2741,276,2737,792,2298,7263,4839,0,0,0,0,6397,1884,1004,1189,3203,1630,21233,166,7497,3804,1290,22684,1026,10543,3400,9416,2160,8605,1070,8061,412,1471,243,386,8271,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-24,12.2187313919528,282136,25354,25172,43595,2827,4006,2055,21424,18599,29559,11800,13587,26423,23889,10494,14316,30068,9709,13113,13418,11780,9516,2980,4567,5453,6963,6040,10311,4945,7566,1453,46,2300,1318,3447,460,2589,6850,2234,220,2628,615,2133,6237,4108,0,0,0,0,6193,2137,1108,1143,3120,1463,18713,156,6967,3557,1225,20853,947,9999,3175,8621,2105,8259,1010,6973,318,1364,180,331,8054,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-31,13.5469459200912,393048,33580,33902,60706,4374,5712,2724,28596,24967,40322,16689,18557,37415,31846,15432,18948,41365,12300,18447,20042,17106,14894,4631,7368,7291,9509,7886,13742,6844,10515,1952,178,3282,2290,5190,963,3390,10159,4223,374,3986,945,2681,10249,6609,0,5,0,0,8336,2735,1421,1671,4302,1968,26431,231,9509,5322,1602,29472,1260,13728,4596,11792,2975,11315,1540,9773,537,1713,286,533,10610,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-07,13.1582337076843,372645,32684,31778,57662,3911,5519,1797,27167,25173,37638,15761,18695,35220,30792,15204,18364,39423,12248,17954,18326,15036,12603,4214,6416,6992,9072,7582,12931,6421,10420,1807,144,3115,2068,4827,860,3057,9667,3933,368,3459,925,2576,9381,5824,0,0,0,0,7786,2893,1266,1577,4019,1847,25561,277,9155,4503,1592,27777,1372,12758,4414,11359,2862,10634,1378,9732,437,1626,293,491,10440,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
