"week","zcta","caserate","count"
2019-01-06,"10451",0,0
2019-01-06,"10454",0,0
2019-01-06,"10039",0,0
2019-01-06,"10455",0,0
2019-01-06,"10456",0,0
2019-01-06,"10033",0,0
2019-01-06,"10111",0,0
2019-01-06,"10452",0,0
2019-01-06,"10459",0,0
2019-01-06,"10474",0,0
2019-01-06,"11220",0,0
2019-01-06,"11370",0,0
2019-01-06,"11377",0,0
2019-01-06,"11218",0,0
2019-01-06,"11226",0,0
2019-01-06,"10034",0,0
2019-01-06,"10020",0,0
2019-01-06,"10463",0,0
2019-01-06,"10467",0,0
2019-01-06,"11104",0,0
2019-01-06,"10461",0,0
2019-01-06,"11219",0,0
2019-01-06,"11209",0,0
2019-01-13,"10001",0,23020
2019-01-13,"10002",0,21809
2019-01-13,"10003",0,37860
2019-01-13,"10004",0,2785
2019-01-13,"10005",0,3227
2019-01-13,"10007",0,1329
2019-01-13,"10009",0,18381
2019-01-13,"10010",0,15672
2019-01-13,"10011",0,25556
2019-01-13,"10012",0,11478
2019-01-13,"10013",0,12703
2019-01-13,"10014",0,21519
2019-01-13,"10016",0,22264
2019-01-13,"10017",0,10802
2019-01-13,"10018",0,13914
2019-01-13,"10019",0,28077
2019-01-13,"10021",0,8458
2019-01-13,"10022",0,12334
2019-01-13,"10023",0,11063
2019-01-13,"10024",0,9604
2019-01-13,"10025",0,7518
2019-01-13,"10026",0,2323
2019-01-13,"10027",0,3524
2019-01-13,"10028",0,5412
2019-01-13,"10029",0,6306
2019-01-13,"10035",0,5509
2019-01-13,"10036",0,9491
2019-01-13,"10037",0,4842
2019-01-13,"10038",0,6795
2019-01-13,"10040",0,1297
2019-01-13,"10044",0,39
2019-01-13,"10065",0,2263
2019-01-13,"10069",0,921
2019-01-13,"10075",0,2616
2019-01-13,"10115",0,289
2019-01-13,"10119",0,2215
2019-01-13,"10128",0,5824
2019-01-13,"10153",0,1830
2019-01-13,"10162",0,218
2019-01-13,"10199",0,1358
2019-01-13,"10278",0,546
2019-01-13,"10279",0,1753
2019-01-13,"10280",0,5142
2019-01-13,"10282",0,2784
2019-01-13,"10453",0,0
2019-01-13,"10457",0,6
2019-01-13,"10458",0,8
2019-01-13,"10460",0,0
2019-01-13,"11101",0,4816
2019-01-13,"11102",0,1318
2019-01-13,"11103",0,653
2019-01-13,"11105",0,887
2019-01-13,"11106",0,2013
2019-01-13,"11109",0,974
2019-01-13,"11201",0,16545
2019-01-13,"11203",0,141
2019-01-13,"11205",0,6089
2019-01-13,"11206",0,2665
2019-01-13,"11208",0,1346
2019-01-13,"11211",0,16717
2019-01-13,"11213",0,865
2019-01-13,"11215",0,8720
2019-01-13,"11216",0,2803
2019-01-13,"11217",0,8879
2019-01-13,"11221",0,1753
2019-01-13,"11222",0,6911
2019-01-13,"11225",0,843
2019-01-13,"11231",0,6616
2019-01-13,"11232",0,270
2019-01-13,"11233",0,570
2019-01-13,"11235",0,173
2019-01-13,"11237",0,319
2019-01-13,"11238",0,6615
2019-01-13,"11369",0,81
2019-01-13,"10468",0,0
2019-01-13,"11385",0,0
2019-01-13,"11207",0,0
2019-01-13,"10006",0,0
2019-01-13,"10170",0,0
2019-01-13,"10032",0,0
2019-01-13,"10030",0,0
2019-01-13,"10031",0,0
2019-01-13,"10451",0,0
2019-01-13,"10454",0,0
2019-01-13,"10039",0,0
2019-01-13,"10455",0,0
2019-01-13,"10456",0,0
2019-01-13,"10033",0,0
2019-01-13,"10111",0,0
2019-01-13,"10452",0,0
2019-01-13,"10459",0,0
2019-01-13,"10474",0,0
2019-01-13,"11220",0,0
2019-01-13,"11370",0,0
2019-01-13,"11377",0,0
2019-01-13,"11218",0,0
2019-01-13,"11226",0,0
2019-01-13,"10034",0,0
2019-01-13,"10020",0,0
2019-01-13,"10463",0,0
2019-01-13,"10467",0,0
2019-01-13,"11104",0,0
2019-01-13,"10461",0,0
2019-01-13,"11219",0,0
2019-01-13,"11209",0,0
2019-01-20,"10001",0,21707
2019-01-20,"10002",0,20462
2019-01-20,"10003",0,35677
2019-01-20,"10004",0,2419
2019-01-20,"10005",0,3187
2019-01-20,"10007",0,1239
2019-01-20,"10009",0,17773
2019-01-20,"10010",0,14708
2019-01-20,"10011",0,24133
2019-01-20,"10012",0,10622
2019-01-20,"10013",0,12003
2019-01-20,"10014",0,20699
2019-01-20,"10016",0,21452
2019-01-20,"10017",0,10221
2019-01-20,"10018",0,13092
2019-01-20,"10019",0,26134
2019-01-20,"10021",0,8128
2019-01-20,"10022",0,11483
2019-01-20,"10023",0,9892
2019-01-20,"10024",0,8503
2019-01-20,"10025",0,6492
2019-01-20,"10026",0,2095
2019-01-20,"10027",0,3331
2019-01-20,"10028",0,5010
2019-01-20,"10029",0,5696
2019-01-20,"10035",0,5203
2019-01-20,"10036",0,9022
2019-01-20,"10037",0,4521
2019-01-20,"10038",0,6729
2019-01-20,"10040",0,1363
2019-01-20,"10044",0,39
2019-01-20,"10065",0,1935
2019-01-20,"10069",0,891
2019-01-20,"10075",0,2459
2019-01-20,"10115",0,288
2019-01-20,"10119",0,2184
2019-01-20,"10128",0,5312
2019-01-20,"10153",0,1525
2019-01-20,"10162",0,179
2019-01-20,"10199",0,1453
2019-01-20,"10278",0,522
2019-01-20,"10279",0,1232
2019-01-20,"10280",0,4776
2019-01-20,"10282",0,2831
2019-01-20,"10453",0,3
2019-01-20,"10457",0,1
2019-01-20,"10458",0,0
2019-01-20,"10460",0,0
2019-01-20,"11101",0,4633
2019-01-20,"11102",0,1198
2019-01-20,"11103",0,654
2019-01-20,"11105",0,884
2019-01-20,"11106",0,1995
2019-01-20,"11109",0,1100
2019-01-20,"11201",0,15430
2019-01-20,"11203",0,141
2019-01-20,"11205",0,5543
2019-01-20,"11206",0,2365
2019-01-20,"11208",0,1298
2019-01-20,"11211",0,15593
2019-01-20,"11213",0,818
2019-01-20,"11215",0,8225
2019-01-20,"11216",0,2537
2019-01-20,"11217",0,7913
2019-01-20,"11221",0,1634
2019-01-20,"11222",0,6328
2019-01-20,"11225",0,722
2019-01-20,"11231",0,6080
2019-01-20,"11232",0,248
2019-01-20,"11233",0,591
2019-01-20,"11235",0,157
2019-01-20,"11237",0,291
2019-01-20,"11238",0,5913
2019-01-20,"11369",0,68
2019-01-20,"10468",0,0
2019-01-20,"11385",0,0
2019-01-20,"11207",0,0
2019-01-20,"10006",0,0
2019-01-20,"10170",0,0
2019-01-20,"10032",0,0
2019-01-20,"10030",0,0
2019-01-20,"10031",0,0
2019-01-20,"10451",0,0
2019-01-20,"10454",0,0
2019-01-20,"10039",0,0
2019-01-20,"10455",0,0
2019-01-20,"10456",0,0
2019-01-20,"10033",0,0
2019-01-20,"10111",0,0
2019-01-20,"10452",0,0
2019-01-20,"10459",0,0
2019-01-20,"10474",0,0
2019-01-20,"11220",0,0
2019-01-20,"11370",0,0
2019-01-20,"11377",0,0
2019-01-20,"11218",0,0
2019-01-20,"11226",0,0
2019-01-20,"10034",0,0
2019-01-20,"10020",0,0
2019-01-20,"10463",0,0
2019-01-20,"10467",0,0
2019-01-20,"11104",0,0
2019-01-20,"10461",0,0
2019-01-20,"11219",0,0
2019-01-20,"11209",0,0
2019-01-27,"10001",0,16267
2019-01-27,"10002",0,15875
2019-01-27,"10003",0,27428
2019-01-27,"10004",0,1859
2019-01-27,"10005",0,2262
2019-01-27,"10007",0,914
2019-01-27,"10009",0,13924
2019-01-27,"10010",0,10822
2019-01-27,"10011",0,19068
2019-01-27,"10012",0,8419
2019-01-27,"10013",0,9133
2019-01-27,"10014",0,16092
2019-01-27,"10016",0,15527
2019-01-27,"10017",0,7106
2019-01-27,"10018",0,9387
2019-01-27,"10019",0,19430
2019-01-27,"10021",0,6179
2019-01-27,"10022",0,8180
2019-01-27,"10023",0,8186
2019-01-27,"10024",0,7270
2019-01-27,"10025",0,5689
2019-01-27,"10026",0,1733
2019-01-27,"10027",0,2937
2019-01-27,"10028",0,3821
2019-01-27,"10029",0,4494
2019-01-27,"10035",0,3777
2019-01-27,"10036",0,6899
2019-01-27,"10037",0,3087
2019-01-27,"10038",0,5374
2019-01-27,"10040",0,1069
2019-01-27,"10044",0,29
2019-01-27,"10065",0,1465
2019-01-27,"10069",0,687
2019-01-27,"10075",0,1648
2019-01-27,"10115",0,283
2019-01-27,"10119",0,1699
2019-01-27,"10128",0,3944
2019-01-27,"10153",0,1232
2019-01-27,"10162",0,122
2019-01-27,"10199",0,1120
2019-01-27,"10278",0,442
2019-01-27,"10279",0,869
2019-01-27,"10280",0,3568
2019-01-27,"10282",0,2128
2019-01-27,"10453",0,3
2019-01-27,"10457",0,2
2019-01-27,"10458",0,7
2019-01-27,"10460",0,0
2019-01-27,"11101",0,3526
2019-01-27,"11102",0,997
2019-01-27,"11103",0,534
2019-01-27,"11105",0,728
2019-01-27,"11106",0,1539
2019-01-27,"11109",0,722
2019-01-27,"11201",0,11833
2019-01-27,"11203",0,110
2019-01-27,"11205",0,4602
2019-01-27,"11206",0,1928
2019-01-27,"11208",0,1043
2019-01-27,"11211",0,12484
2019-01-27,"11213",0,597
2019-01-27,"11215",0,6103
2019-01-27,"11216",0,1964
2019-01-27,"11217",0,6347
2019-01-27,"11221",0,1289
2019-01-27,"11222",0,5248
2019-01-27,"11225",0,619
2019-01-27,"11231",0,4636
2019-01-27,"11232",0,186
2019-01-27,"11233",0,449
2019-01-27,"11235",0,97
2019-01-27,"11237",0,229
2019-01-27,"11238",0,4830
2019-01-27,"11369",0,54
2019-01-27,"10468",0,0
2019-01-27,"11385",0,0
2019-01-27,"11207",0,0
2019-01-27,"10006",0,0
2019-01-27,"10170",0,0
2019-01-27,"10032",0,0
2019-01-27,"10030",0,0
2019-01-27,"10031",0,0
2019-01-27,"10451",0,0
2019-01-27,"10454",0,0
2019-01-27,"10039",0,0
2019-01-27,"10455",0,0
2019-01-27,"10456",0,0
2019-01-27,"10033",0,0
2019-01-27,"10111",0,0
2019-01-27,"10452",0,0
2019-01-27,"10459",0,0
2019-01-27,"10474",0,0
2019-01-27,"11220",0,0
2019-01-27,"11370",0,0
2019-01-27,"11377",0,0
2019-01-27,"11218",0,0
2019-01-27,"11226",0,0
2019-01-27,"10034",0,0
2019-01-27,"10020",0,0
2019-01-27,"10463",0,0
2019-01-27,"10467",0,0
2019-01-27,"11104",0,0
2019-01-27,"10461",0,0
2019-01-27,"11219",0,0
2019-01-27,"11209",0,0
2019-02-03,"10001",0,16415
2019-02-03,"10002",0,16654
2019-02-03,"10003",0,28482
2019-02-03,"10004",0,1837
2019-02-03,"10005",0,2382
2019-02-03,"10007",0,943
2019-02-03,"10009",0,15246
2019-02-03,"10010",0,11957
2019-02-03,"10011",0,19767
2019-02-03,"10012",0,8625
2019-02-03,"10013",0,9566
2019-02-03,"10014",0,17443
2019-02-03,"10016",0,15979
2019-02-03,"10017",0,7964
2019-02-03,"10018",0,10289
2019-02-03,"10019",0,19912
2019-02-03,"10021",0,6501
2019-02-03,"10022",0,9227
2019-02-03,"10023",0,8399
2019-02-03,"10024",0,6665
2019-02-03,"10025",0,5484
2019-02-03,"10026",0,1818
2019-02-03,"10027",0,2854
2019-02-03,"10028",0,3862
2019-02-03,"10029",0,4762
2019-02-03,"10035",0,3920
2019-02-03,"10036",0,6780
2019-02-03,"10037",0,3681
2019-02-03,"10038",0,5617
2019-02-03,"10040",0,1018
2019-02-03,"10044",0,39
2019-02-03,"10065",0,1677
2019-02-03,"10069",0,670
2019-02-03,"10075",0,1836
2019-02-03,"10115",0,285
2019-02-03,"10119",0,1792
2019-02-03,"10128",0,4267
2019-02-03,"10153",0,1320
2019-02-03,"10162",0,124
2019-02-03,"10199",0,1131
2019-02-03,"10278",0,414
2019-02-03,"10279",0,858
2019-02-03,"10280",0,3642
2019-02-03,"10282",0,2150
2019-02-03,"10453",0,0
2019-02-03,"10457",0,2
2019-02-03,"10458",0,5
2019-02-03,"10460",0,2
2019-02-03,"11101",0,3536
2019-02-03,"11102",0,835
2019-02-03,"11103",0,432
2019-02-03,"11105",0,517
2019-02-03,"11106",0,1478
2019-02-03,"11109",0,810
2019-02-03,"11201",0,12567
2019-02-03,"11203",0,111
2019-02-03,"11205",0,4707
2019-02-03,"11206",0,2006
2019-02-03,"11208",0,1005
2019-02-03,"11211",0,12685
2019-02-03,"11213",0,571
2019-02-03,"11215",0,6372
2019-02-03,"11216",0,2117
2019-02-03,"11217",0,6302
2019-02-03,"11221",0,1341
2019-02-03,"11222",0,5152
2019-02-03,"11225",0,646
2019-02-03,"11231",0,4891
2019-02-03,"11232",0,179
2019-02-03,"11233",0,468
2019-02-03,"11235",0,107
2019-02-03,"11237",0,247
2019-02-03,"11238",0,5239
2019-02-03,"11369",0,69
2019-02-03,"10468",0,0
2019-02-03,"11385",0,0
2019-02-03,"11207",0,0
2019-02-03,"10006",0,0
2019-02-03,"10170",0,0
2019-02-03,"10032",0,0
2019-02-03,"10030",0,0
2019-02-03,"10031",0,0
2019-02-03,"10451",0,0
2019-02-03,"10454",0,0
2019-02-03,"10039",0,0
2019-02-03,"10455",0,0
2019-02-03,"10456",0,0
2019-02-03,"10033",0,0
2019-02-03,"10111",0,0
2019-02-03,"10452",0,0
2019-02-03,"10459",0,0
2019-02-03,"10474",0,0
2019-02-03,"11220",0,0
2019-02-03,"11370",0,0
2019-02-03,"11377",0,0
2019-02-03,"11218",0,0
2019-02-03,"11226",0,0
2019-02-03,"10034",0,0
2019-02-03,"10020",0,0
2019-02-03,"10463",0,0
2019-02-03,"10467",0,0
2019-02-03,"11104",0,0
2019-02-03,"10461",0,0
2019-02-03,"11219",0,0
2019-02-03,"11209",0,0
2019-02-10,"10001",0,24582
2019-02-10,"10002",0,23669
2019-02-10,"10003",0,43027
2019-02-10,"10004",0,2976
2019-02-10,"10005",0,3924
2019-02-10,"10007",0,1411
2019-02-10,"10009",0,21065
2019-02-10,"10010",0,17540
2019-02-10,"10011",0,28556
2019-02-10,"10012",0,12869
2019-02-10,"10013",0,14642
2019-02-10,"10014",0,26773
2019-02-10,"10016",0,23948
2019-02-10,"10017",0,11581
2019-02-10,"10018",0,14712
2019-02-10,"10019",0,28520
2019-02-10,"10021",0,8862
2019-02-10,"10022",0,12995
2019-02-10,"10023",0,12343
2019-02-10,"10024",0,9587
2019-02-10,"10025",0,8178
2019-02-10,"10026",0,2693
2019-02-10,"10027",0,4504
2019-02-10,"10028",0,5303
2019-02-10,"10029",0,6530
2019-02-10,"10035",0,5565
2019-02-10,"10036",0,9391
2019-02-10,"10037",0,4994
2019-02-10,"10038",0,8226
2019-02-10,"10040",0,1499
2019-02-10,"10044",0,45
2019-02-10,"10065",0,2119
2019-02-10,"10069",0,1146
2019-02-10,"10075",0,2828
2019-02-10,"10115",0,473
2019-02-10,"10119",0,2567
2019-02-10,"10128",0,6198
2019-02-10,"10153",0,2146
2019-02-10,"10162",0,225
2019-02-10,"10199",0,1868
2019-02-10,"10278",0,677
2019-02-10,"10279",0,1375
2019-02-10,"10280",0,6089
2019-02-10,"10282",0,3696
2019-02-10,"10453",0,0
2019-02-10,"10457",0,1
2019-02-10,"10458",0,11
2019-02-10,"10460",0,0
2019-02-10,"11101",0,5460
2019-02-10,"11102",0,1468
2019-02-10,"11103",0,767
2019-02-10,"11105",0,928
2019-02-10,"11106",0,2184
2019-02-10,"11109",0,1331
2019-02-10,"11201",0,18302
2019-02-10,"11203",0,154
2019-02-10,"11205",0,6621
2019-02-10,"11206",0,3316
2019-02-10,"11208",0,1326
2019-02-10,"11211",0,19376
2019-02-10,"11213",0,926
2019-02-10,"11215",0,9090
2019-02-10,"11216",0,2962
2019-02-10,"11217",0,8737
2019-02-10,"11221",0,1872
2019-02-10,"11222",0,7426
2019-02-10,"11225",0,988
2019-02-10,"11231",0,6911
2019-02-10,"11232",0,298
2019-02-10,"11233",0,1009
2019-02-10,"11235",0,171
2019-02-10,"11237",0,356
2019-02-10,"11238",0,7333
2019-02-10,"11369",0,125
2019-02-10,"10468",0,0
2019-02-10,"11385",0,0
2019-02-10,"11207",0,0
2019-02-10,"10006",0,0
2019-02-10,"10170",0,0
2019-02-10,"10032",0,0
2019-02-10,"10030",0,0
2019-02-10,"10031",0,0
2019-02-10,"10451",0,0
2019-02-10,"10454",0,0
2019-02-10,"10039",0,0
2019-02-10,"10455",0,0
2019-02-10,"10456",0,0
2019-02-10,"10033",0,0
2019-02-10,"10111",0,0
2019-02-10,"10452",0,0
2019-02-10,"10459",0,0
2019-02-10,"10474",0,0
2019-02-10,"11220",0,0
2019-02-10,"11370",0,0
2019-02-10,"11377",0,0
2019-02-10,"11218",0,0
2019-02-10,"11226",0,0
2019-02-10,"10034",0,0
2019-02-10,"10020",0,0
2019-02-10,"10463",0,0
2019-02-10,"10467",0,0
2019-02-10,"11104",0,0
2019-02-10,"10461",0,0
2019-02-10,"11219",0,0
2019-02-10,"11209",0,0
2019-02-17,"10001",0,21001
2019-02-17,"10002",0,21215
2019-02-17,"10003",0,35606
2019-02-17,"10004",0,2339
2019-02-17,"10005",0,3363
2019-02-17,"10007",0,1180
2019-02-17,"10009",0,18420
2019-02-17,"10010",0,14363
2019-02-17,"10011",0,24156
2019-02-17,"10012",0,10783
2019-02-17,"10013",0,12080
2019-02-17,"10014",0,21801
2019-02-17,"10016",0,19771
2019-02-17,"10017",0,10018
2019-02-17,"10018",0,12652
2019-02-17,"10019",0,25128
2019-02-17,"10021",0,7531
2019-02-17,"10022",0,11406
2019-02-17,"10023",0,10633
2019-02-17,"10024",0,8428
2019-02-17,"10025",0,6747
2019-02-17,"10026",0,2253
2019-02-17,"10027",0,3500
2019-02-17,"10028",0,4167
2019-02-17,"10029",0,5767
2019-02-17,"10035",0,4862
2019-02-17,"10036",0,8390
2019-02-17,"10037",0,4249
2019-02-17,"10038",0,7023
2019-02-17,"10040",0,1230
2019-02-17,"10044",0,63
2019-02-17,"10065",0,1743
2019-02-17,"10069",0,830
2019-02-17,"10075",0,2339
2019-02-17,"10115",0,338
2019-02-17,"10119",0,2222
2019-02-17,"10128",0,5323
2019-02-17,"10153",0,1607
2019-02-17,"10162",0,154
2019-02-17,"10199",0,1428
2019-02-17,"10278",0,469
2019-02-17,"10279",0,1172
2019-02-17,"10280",0,4719
2019-02-17,"10282",0,2809
2019-02-17,"10453",0,0
2019-02-17,"10457",0,0
2019-02-17,"10458",0,0
2019-02-17,"10460",0,0
2019-02-17,"11101",0,4427
2019-02-17,"11102",0,1230
2019-02-17,"11103",0,739
2019-02-17,"11105",0,776
2019-02-17,"11106",0,2166
2019-02-17,"11109",0,1057
2019-02-17,"11201",0,15133
2019-02-17,"11203",0,151
2019-02-17,"11205",0,5756
2019-02-17,"11206",0,2775
2019-02-17,"11208",0,1160
2019-02-17,"11211",0,17013
2019-02-17,"11213",0,751
2019-02-17,"11215",0,7542
2019-02-17,"11216",0,2445
2019-02-17,"11217",0,7206
2019-02-17,"11221",0,1630
2019-02-17,"11222",0,6307
2019-02-17,"11225",0,821
2019-02-17,"11231",0,6096
2019-02-17,"11232",0,298
2019-02-17,"11233",0,1085
2019-02-17,"11235",0,125
2019-02-17,"11237",0,272
2019-02-17,"11238",0,6311
2019-02-17,"11369",0,110
2019-02-17,"10468",0,0
2019-02-17,"11385",0,0
2019-02-17,"11207",0,0
2019-02-17,"10006",0,0
2019-02-17,"10170",0,0
2019-02-17,"10032",0,0
2019-02-17,"10030",0,0
2019-02-17,"10031",0,0
2019-02-17,"10451",0,0
2019-02-17,"10454",0,0
2019-02-17,"10039",0,0
2019-02-17,"10455",0,0
2019-02-17,"10456",0,0
2019-02-17,"10033",0,0
2019-02-17,"10111",0,0
2019-02-17,"10452",0,0
2019-02-17,"10459",0,0
2019-02-17,"10474",0,0
2019-02-17,"11220",0,0
2019-02-17,"11370",0,0
2019-02-17,"11377",0,0
2019-02-17,"11218",0,0
2019-02-17,"11226",0,0
2019-02-17,"10034",0,0
2019-02-17,"10020",0,0
2019-02-17,"10463",0,0
2019-02-17,"10467",0,0
2019-02-17,"11104",0,0
2019-02-17,"10461",0,0
2019-02-17,"11219",0,0
2019-02-17,"11209",0,0
2019-02-24,"10001",0,19363
2019-02-24,"10002",0,19380
2019-02-24,"10003",0,33838
2019-02-24,"10004",0,2236
2019-02-24,"10005",0,2906
2019-02-24,"10007",0,1021
2019-02-24,"10009",0,17062
2019-02-24,"10010",0,13687
2019-02-24,"10011",0,22798
2019-02-24,"10012",0,10069
2019-02-24,"10013",0,10643
2019-02-24,"10014",0,20649
2019-02-24,"10016",0,18317
2019-02-24,"10017",0,8942
2019-02-24,"10018",0,12034
2019-02-24,"10019",0,23247
2019-02-24,"10021",0,6772
2019-02-24,"10022",0,10343
2019-02-24,"10023",0,10454
2019-02-24,"10024",0,8722
2019-02-24,"10025",0,6835
2019-02-24,"10026",0,2283
2019-02-24,"10027",0,3485
2019-02-24,"10028",0,4032
2019-02-24,"10029",0,5142
2019-02-24,"10035",0,4467
2019-02-24,"10036",0,8118
2019-02-24,"10037",0,3776
2019-02-24,"10038",0,5922
2019-02-24,"10040",0,1165
2019-02-24,"10044",0,61
2019-02-24,"10065",0,1686
2019-02-24,"10069",0,858
2019-02-24,"10075",0,2282
2019-02-24,"10115",0,414
2019-02-24,"10119",0,1830
2019-02-24,"10128",0,5175
2019-02-24,"10153",0,1636
2019-02-24,"10162",0,143
2019-02-24,"10199",0,1411
2019-02-24,"10278",0,481
2019-02-24,"10279",0,1346
2019-02-24,"10280",0,4286
2019-02-24,"10282",0,2577
2019-02-24,"10453",0,0
2019-02-24,"10457",0,0
2019-02-24,"10458",0,0
2019-02-24,"10460",0,0
2019-02-24,"11101",0,4694
2019-02-24,"11102",0,1063
2019-02-24,"11103",0,707
2019-02-24,"11105",0,790
2019-02-24,"11106",0,2081
2019-02-24,"11109",0,982
2019-02-24,"11201",0,13671
2019-02-24,"11203",0,119
2019-02-24,"11205",0,5059
2019-02-24,"11206",0,2725
2019-02-24,"11208",0,991
2019-02-24,"11211",0,17029
2019-02-24,"11213",0,756
2019-02-24,"11215",0,6944
2019-02-24,"11216",0,2341
2019-02-24,"11217",0,6704
2019-02-24,"11221",0,1460
2019-02-24,"11222",0,5939
2019-02-24,"11225",0,756
2019-02-24,"11231",0,5300
2019-02-24,"11232",0,214
2019-02-24,"11233",0,1031
2019-02-24,"11235",0,139
2019-02-24,"11237",0,266
2019-02-24,"11238",0,5835
2019-02-24,"11369",0,85
2019-02-24,"10468",0,0
2019-02-24,"11385",0,0
2019-02-24,"11207",0,0
2019-02-24,"10006",0,0
2019-02-24,"10170",0,0
2019-02-24,"10032",0,0
2019-02-24,"10030",0,0
2019-02-24,"10031",0,0
2019-02-24,"10451",0,0
2019-02-24,"10454",0,0
2019-02-24,"10039",0,0
2019-02-24,"10455",0,0
2019-02-24,"10456",0,0
2019-02-24,"10033",0,0
2019-02-24,"10111",0,0
2019-02-24,"10452",0,0
2019-02-24,"10459",0,0
2019-02-24,"10474",0,0
2019-02-24,"11220",0,0
2019-02-24,"11370",0,0
2019-02-24,"11377",0,0
2019-02-24,"11218",0,0
2019-02-24,"11226",0,0
2019-02-24,"10034",0,0
2019-02-24,"10020",0,0
2019-02-24,"10463",0,0
2019-02-24,"10467",0,0
2019-02-24,"11104",0,0
2019-02-24,"10461",0,0
2019-02-24,"11219",0,0
2019-02-24,"11209",0,0
2019-03-03,"10001",0,20744
2019-03-03,"10002",0,19599
2019-03-03,"10003",0,33445
2019-03-03,"10004",0,2154
2019-03-03,"10005",0,2937
2019-03-03,"10007",0,1143
2019-03-03,"10009",0,17840
2019-03-03,"10010",0,14949
2019-03-03,"10011",0,22745
2019-03-03,"10012",0,9983
2019-03-03,"10013",0,10909
2019-03-03,"10014",0,19743
2019-03-03,"10016",0,19866
2019-03-03,"10017",0,9558
2019-03-03,"10018",0,12556
2019-03-03,"10019",0,23673
2019-03-03,"10021",0,7683
2019-03-03,"10022",0,10683
2019-03-03,"10023",0,10015
2019-03-03,"10024",0,8120
2019-03-03,"10025",0,6818
2019-03-03,"10026",0,1923
2019-03-03,"10027",0,3312
2019-03-03,"10028",0,3963
2019-03-03,"10029",0,5457
2019-03-03,"10035",0,4739
2019-03-03,"10036",0,8304
2019-03-03,"10037",0,4391
2019-03-03,"10038",0,5951
2019-03-03,"10040",0,1161
2019-03-03,"10044",0,38
2019-03-03,"10065",0,1907
2019-03-03,"10069",0,776
2019-03-03,"10075",0,2045
2019-03-03,"10115",0,413
2019-03-03,"10119",0,2213
2019-03-03,"10128",0,5001
2019-03-03,"10153",0,1560
2019-03-03,"10162",0,119
2019-03-03,"10199",0,1316
2019-03-03,"10278",0,520
2019-03-03,"10279",0,1575
2019-03-03,"10280",0,4123
2019-03-03,"10282",0,2375
2019-03-03,"10453",0,0
2019-03-03,"10457",0,0
2019-03-03,"10458",0,7
2019-03-03,"10460",0,0
2019-03-03,"11101",0,3760
2019-03-03,"11102",0,1091
2019-03-03,"11103",0,666
2019-03-03,"11105",0,784
2019-03-03,"11106",0,1701
2019-03-03,"11109",0,912
2019-03-03,"11201",0,13852
2019-03-03,"11203",0,114
2019-03-03,"11205",0,5369
2019-03-03,"11206",0,2325
2019-03-03,"11208",0,1035
