"week","zcta","caserate","count"
2019-11-03,"10474",0,0
2019-11-03,"11220",0,0
2019-11-03,"11370",0,0
2019-11-03,"11377",0,0
2019-11-03,"11218",0,0
2019-11-03,"11226",0,0
2019-11-03,"10034",0,0
2019-11-03,"10020",0,0
2019-11-03,"10463",0,0
2019-11-03,"10467",0,0
2019-11-03,"11104",0,0
2019-11-03,"10461",0,0
2019-11-03,"11219",0,0
2019-11-03,"11209",0,0
2019-11-10,"10001",0,43977
2019-11-10,"10002",0,34866
2019-11-10,"10003",0,66308
2019-11-10,"10004",0,4260
2019-11-10,"10005",0,5866
2019-11-10,"10007",0,1885
2019-11-10,"10009",0,30784
2019-11-10,"10010",0,28868
2019-11-10,"10011",0,39838
2019-11-10,"10012",0,16592
2019-11-10,"10013",0,21678
2019-11-10,"10014",0,39439
2019-11-10,"10016",0,35209
2019-11-10,"10017",0,16999
2019-11-10,"10018",0,23462
2019-11-10,"10019",0,40489
2019-11-10,"10021",0,14070
2019-11-10,"10022",0,20746
2019-11-10,"10023",0,19569
2019-11-10,"10024",0,16112
2019-11-10,"10025",0,12865
2019-11-10,"10026",0,3647
2019-11-10,"10027",0,6666
2019-11-10,"10028",0,8130
2019-11-10,"10029",0,9912
2019-11-10,"10035",0,8526
2019-11-10,"10036",0,15242
2019-11-10,"10037",0,7915
2019-11-10,"10038",0,11231
2019-11-10,"10040",0,2114
2019-11-10,"10044",0,94
2019-11-10,"10065",0,3158
2019-11-10,"10069",0,1767
2019-11-10,"10075",0,4511
2019-11-10,"10115",0,774
2019-11-10,"10119",0,2796
2019-11-10,"10128",0,9090
2019-11-10,"10153",0,3744
2019-11-10,"10162",0,415
2019-11-10,"10199",0,4986
2019-11-10,"10278",0,863
2019-11-10,"10279",0,2905
2019-11-10,"10280",0,9654
2019-11-10,"10282",0,5898
2019-11-10,"10453",0,0
2019-11-10,"10457",0,0
2019-11-10,"10458",0,0
2019-11-10,"10460",0,0
2019-11-10,"11101",0,7484
2019-11-10,"11102",0,3310
2019-11-10,"11103",0,1570
2019-11-10,"11105",0,1734
2019-11-10,"11106",0,4500
2019-11-10,"11109",0,1710
2019-11-10,"11201",0,25426
2019-11-10,"11203",0,249
2019-11-10,"11205",0,9980
2019-11-10,"11206",0,5560
2019-11-10,"11208",0,1701
2019-11-10,"11211",0,29407
2019-11-10,"11213",0,1132
2019-11-10,"11215",0,11718
2019-11-10,"11216",0,4377
2019-11-10,"11217",0,11330
2019-11-10,"11221",0,4030
2019-11-10,"11222",0,11724
2019-11-10,"11225",0,1308
2019-11-10,"11231",0,9427
2019-11-10,"11232",0,264
2019-11-10,"11233",0,1597
2019-11-10,"11235",0,358
2019-11-10,"11237",0,2880
2019-11-10,"11238",0,8898
2019-11-10,"11369",0,216
2019-11-10,"10468",0,0
2019-11-10,"11385",0,174
2019-11-10,"11207",0,308
2019-11-10,"10006",0,0
2019-11-10,"10170",0,0
2019-11-10,"10032",0,0
2019-11-10,"10030",0,0
2019-11-10,"10031",0,0
2019-11-10,"10451",0,0
2019-11-10,"10454",0,0
2019-11-10,"10039",0,0
2019-11-10,"10455",0,0
2019-11-10,"10456",0,0
2019-11-10,"10033",0,0
2019-11-10,"10111",0,0
2019-11-10,"10452",0,0
2019-11-10,"10459",0,0
2019-11-10,"10474",0,0
2019-11-10,"11220",0,0
2019-11-10,"11370",0,0
2019-11-10,"11377",0,0
2019-11-10,"11218",0,0
2019-11-10,"11226",0,0
2019-11-10,"10034",0,0
2019-11-10,"10020",0,0
2019-11-10,"10463",0,0
2019-11-10,"10467",0,0
2019-11-10,"11104",0,0
2019-11-10,"10461",0,0
2019-11-10,"11219",0,0
2019-11-10,"11209",0,0
2019-11-17,"10001",0,37090
2019-11-17,"10002",0,30626
2019-11-17,"10003",0,54856
2019-11-17,"10004",0,3181
2019-11-17,"10005",0,4425
2019-11-17,"10007",0,1556
2019-11-17,"10009",0,27196
2019-11-17,"10010",0,23627
2019-11-17,"10011",0,33922
2019-11-17,"10012",0,13927
2019-11-17,"10013",0,17558
2019-11-17,"10014",0,32143
2019-11-17,"10016",0,28323
2019-11-17,"10017",0,13953
2019-11-17,"10018",0,19405
2019-11-17,"10019",0,34191
2019-11-17,"10021",0,11757
2019-11-17,"10022",0,15483
2019-11-17,"10023",0,15303
2019-11-17,"10024",0,14470
2019-11-17,"10025",0,11746
2019-11-17,"10026",0,2814
2019-11-17,"10027",0,5585
2019-11-17,"10028",0,6700
2019-11-17,"10029",0,8084
2019-11-17,"10035",0,6665
2019-11-17,"10036",0,12512
2019-11-17,"10037",0,6270
2019-11-17,"10038",0,8869
2019-11-17,"10040",0,2061
2019-11-17,"10044",0,67
2019-11-17,"10065",0,2503
2019-11-17,"10069",0,1278
2019-11-17,"10075",0,3502
2019-11-17,"10115",0,753
2019-11-17,"10119",0,2416
2019-11-17,"10128",0,7358
2019-11-17,"10153",0,2716
2019-11-17,"10162",0,282
2019-11-17,"10199",0,4345
2019-11-17,"10278",0,673
2019-11-17,"10279",0,2243
2019-11-17,"10280",0,7130
2019-11-17,"10282",0,4775
2019-11-17,"10453",0,0
2019-11-17,"10457",0,0
2019-11-17,"10458",0,0
2019-11-17,"10460",0,0
2019-11-17,"11101",0,5971
2019-11-17,"11102",0,2421
2019-11-17,"11103",0,1293
2019-11-17,"11105",0,1492
2019-11-17,"11106",0,3683
2019-11-17,"11109",0,1441
2019-11-17,"11201",0,20288
2019-11-17,"11203",0,182
2019-11-17,"11205",0,7809
2019-11-17,"11206",0,4328
2019-11-17,"11208",0,919
2019-11-17,"11211",0,23706
2019-11-17,"11213",0,1113
2019-11-17,"11215",0,9456
2019-11-17,"11216",0,3635
2019-11-17,"11217",0,9507
2019-11-17,"11221",0,3032
2019-11-17,"11222",0,9527
2019-11-17,"11225",0,1133
2019-11-17,"11231",0,7724
2019-11-17,"11232",0,160
2019-11-17,"11233",0,1391
2019-11-17,"11235",0,243
2019-11-17,"11237",0,2175
2019-11-17,"11238",0,7114
2019-11-17,"11369",0,180
2019-11-17,"10468",0,0
2019-11-17,"11385",0,229
2019-11-17,"11207",0,380
2019-11-17,"10006",0,0
2019-11-17,"10170",0,0
2019-11-17,"10032",0,0
2019-11-17,"10030",0,0
2019-11-17,"10031",0,0
2019-11-17,"10451",0,0
2019-11-17,"10454",0,0
2019-11-17,"10039",0,0
2019-11-17,"10455",0,0
2019-11-17,"10456",0,0
2019-11-17,"10033",0,0
2019-11-17,"10111",0,0
2019-11-17,"10452",0,0
2019-11-17,"10459",0,0
2019-11-17,"10474",0,0
2019-11-17,"11220",0,0
2019-11-17,"11370",0,0
2019-11-17,"11377",0,0
2019-11-17,"11218",0,0
2019-11-17,"11226",0,0
2019-11-17,"10034",0,0
2019-11-17,"10020",0,0
2019-11-17,"10463",0,0
2019-11-17,"10467",0,0
2019-11-17,"11104",0,0
2019-11-17,"10461",0,0
2019-11-17,"11219",0,0
2019-11-17,"11209",0,0
2019-11-24,"10001",0,35618
2019-11-24,"10002",0,29647
2019-11-24,"10003",0,54873
2019-11-24,"10004",0,2955
2019-11-24,"10005",0,4744
2019-11-24,"10007",0,1564
2019-11-24,"10009",0,26773
2019-11-24,"10010",0,24313
2019-11-24,"10011",0,33237
2019-11-24,"10012",0,13972
2019-11-24,"10013",0,17903
2019-11-24,"10014",0,31867
2019-11-24,"10016",0,29940
2019-11-24,"10017",0,14470
2019-11-24,"10018",0,19560
2019-11-24,"10019",0,34447
2019-11-24,"10021",0,12200
2019-11-24,"10022",0,14391
2019-11-24,"10023",0,14439
2019-11-24,"10024",0,13221
2019-11-24,"10025",0,10658
2019-11-24,"10026",0,2826
2019-11-24,"10027",0,5618
2019-11-24,"10028",0,6878
2019-11-24,"10029",0,7937
2019-11-24,"10035",0,7017
2019-11-24,"10036",0,12639
2019-11-24,"10037",0,6657
2019-11-24,"10038",0,9333
2019-11-24,"10040",0,1857
2019-11-24,"10044",0,53
2019-11-24,"10065",0,2157
2019-11-24,"10069",0,1373
2019-11-24,"10075",0,3507
2019-11-24,"10115",0,615
2019-11-24,"10119",0,2498
2019-11-24,"10128",0,6963
2019-11-24,"10153",0,2766
2019-11-24,"10162",0,284
2019-11-24,"10199",0,4044
2019-11-24,"10278",0,716
2019-11-24,"10279",0,2251
2019-11-24,"10280",0,7207
2019-11-24,"10282",0,4290
2019-11-24,"10453",0,0
2019-11-24,"10457",0,0
2019-11-24,"10458",0,0
2019-11-24,"10460",0,0
2019-11-24,"11101",0,5918
2019-11-24,"11102",0,2359
2019-11-24,"11103",0,1135
2019-11-24,"11105",0,1291
2019-11-24,"11106",0,3483
2019-11-24,"11109",0,1614
2019-11-24,"11201",0,20062
2019-11-24,"11203",0,143
2019-11-24,"11205",0,7416
2019-11-24,"11206",0,3799
2019-11-24,"11208",0,1400
2019-11-24,"11211",0,22602
2019-11-24,"11213",0,1084
2019-11-24,"11215",0,8661
2019-11-24,"11216",0,3307
2019-11-24,"11217",0,9110
2019-11-24,"11221",0,2950
2019-11-24,"11222",0,9099
2019-11-24,"11225",0,1034
2019-11-24,"11231",0,7626
2019-11-24,"11232",0,176
2019-11-24,"11233",0,1451
2019-11-24,"11235",0,251
2019-11-24,"11237",0,1932
2019-11-24,"11238",0,6677
2019-11-24,"11369",0,176
2019-11-24,"10468",0,0
2019-11-24,"11385",0,370
2019-11-24,"11207",0,319
2019-11-24,"10006",0,0
2019-11-24,"10170",0,0
2019-11-24,"10032",0,0
2019-11-24,"10030",0,0
2019-11-24,"10031",0,0
2019-11-24,"10451",0,0
2019-11-24,"10454",0,0
2019-11-24,"10039",0,0
2019-11-24,"10455",0,0
2019-11-24,"10456",0,0
2019-11-24,"10033",0,0
2019-11-24,"10111",0,0
2019-11-24,"10452",0,0
2019-11-24,"10459",0,0
2019-11-24,"10474",0,0
2019-11-24,"11220",0,0
2019-11-24,"11370",0,0
2019-11-24,"11377",0,0
2019-11-24,"11218",0,0
2019-11-24,"11226",0,0
2019-11-24,"10034",0,0
2019-11-24,"10020",0,0
2019-11-24,"10463",0,0
2019-11-24,"10467",0,0
2019-11-24,"11104",0,0
2019-11-24,"10461",0,0
2019-11-24,"11219",0,0
2019-11-24,"11209",0,0
2019-12-01,"10001",0,25263
2019-12-01,"10002",0,24528
2019-12-01,"10003",0,40695
2019-12-01,"10004",0,2529
2019-12-01,"10005",0,3457
2019-12-01,"10007",0,1271
2019-12-01,"10009",0,20482
2019-12-01,"10010",0,17317
2019-12-01,"10011",0,24426
2019-12-01,"10012",0,10337
2019-12-01,"10013",0,13399
2019-12-01,"10014",0,23279
2019-12-01,"10016",0,21606
2019-12-01,"10017",0,10619
2019-12-01,"10018",0,14165
2019-12-01,"10019",0,24910
2019-12-01,"10021",0,9223
2019-12-01,"10022",0,11266
2019-12-01,"10023",0,11886
2019-12-01,"10024",0,10861
2019-12-01,"10025",0,9761
2019-12-01,"10026",0,2572
2019-12-01,"10027",0,4649
2019-12-01,"10028",0,5381
2019-12-01,"10029",0,6695
2019-12-01,"10035",0,5573
2019-12-01,"10036",0,9793
2019-12-01,"10037",0,5038
2019-12-01,"10038",0,7129
2019-12-01,"10040",0,1519
2019-12-01,"10044",0,40
2019-12-01,"10065",0,1681
2019-12-01,"10069",0,1165
2019-12-01,"10075",0,3076
2019-12-01,"10115",0,511
2019-12-01,"10119",0,2332
2019-12-01,"10128",0,5940
2019-12-01,"10153",0,2869
2019-12-01,"10162",0,242
2019-12-01,"10199",0,2695
2019-12-01,"10278",0,512
2019-12-01,"10279",0,1678
2019-12-01,"10280",0,5594
2019-12-01,"10282",0,3439
2019-12-01,"10453",0,0
2019-12-01,"10457",0,0
2019-12-01,"10458",0,0
2019-12-01,"10460",0,0
2019-12-01,"11101",0,4625
2019-12-01,"11102",0,1992
2019-12-01,"11103",0,978
2019-12-01,"11105",0,944
2019-12-01,"11106",0,2977
2019-12-01,"11109",0,1098
2019-12-01,"11201",0,15187
2019-12-01,"11203",0,125
2019-12-01,"11205",0,5732
2019-12-01,"11206",0,3272
2019-12-01,"11208",0,1119
2019-12-01,"11211",0,17398
2019-12-01,"11213",0,767
2019-12-01,"11215",0,6979
2019-12-01,"11216",0,2711
2019-12-01,"11217",0,7162
2019-12-01,"11221",0,2510
2019-12-01,"11222",0,6764
2019-12-01,"11225",0,782
2019-12-01,"11231",0,5524
2019-12-01,"11232",0,194
2019-12-01,"11233",0,1019
2019-12-01,"11235",0,218
2019-12-01,"11237",0,1683
2019-12-01,"11238",0,5256
2019-12-01,"11369",0,122
2019-12-01,"10468",0,0
2019-12-01,"11385",0,314
2019-12-01,"11207",0,282
2019-12-01,"10006",0,266
2019-12-01,"10170",0,0
2019-12-01,"10032",0,0
2019-12-01,"10030",0,0
2019-12-01,"10031",0,0
2019-12-01,"10451",0,0
2019-12-01,"10454",0,0
2019-12-01,"10039",0,0
2019-12-01,"10455",0,0
2019-12-01,"10456",0,0
2019-12-01,"10033",0,0
2019-12-01,"10111",0,0
2019-12-01,"10452",0,0
2019-12-01,"10459",0,0
2019-12-01,"10474",0,0
2019-12-01,"11220",0,0
2019-12-01,"11370",0,0
2019-12-01,"11377",0,0
2019-12-01,"11218",0,0
2019-12-01,"11226",0,0
2019-12-01,"10034",0,0
2019-12-01,"10020",0,0
2019-12-01,"10463",0,0
2019-12-01,"10467",0,0
2019-12-01,"11104",0,0
2019-12-01,"10461",0,0
2019-12-01,"11219",0,0
2019-12-01,"11209",0,0
2019-12-08,"10001",0,27171
2019-12-08,"10002",0,22334
2019-12-08,"10003",0,41410
2019-12-08,"10004",0,2575
2019-12-08,"10005",0,3208
2019-12-08,"10007",0,1275
2019-12-08,"10009",0,20974
2019-12-08,"10010",0,18796
2019-12-08,"10011",0,24911
2019-12-08,"10012",0,10205
2019-12-08,"10013",0,13038
2019-12-08,"10014",0,23857
2019-12-08,"10016",0,23478
2019-12-08,"10017",0,10459
2019-12-08,"10018",0,15332
2019-12-08,"10019",0,25557
2019-12-08,"10021",0,9043
2019-12-08,"10022",0,10757
2019-12-08,"10023",0,11149
2019-12-08,"10024",0,9136
2019-12-08,"10025",0,7751
2019-12-08,"10026",0,2038
2019-12-08,"10027",0,4063
2019-12-08,"10028",0,4818
2019-12-08,"10029",0,5722
2019-12-08,"10035",0,5441
2019-12-08,"10036",0,9299
2019-12-08,"10037",0,5798
2019-12-08,"10038",0,6765
2019-12-08,"10040",0,1372
2019-12-08,"10044",0,23
2019-12-08,"10065",0,1605
2019-12-08,"10069",0,1016
2019-12-08,"10075",0,2006
2019-12-08,"10115",0,462
2019-12-08,"10119",0,2362
2019-12-08,"10128",0,4875
2019-12-08,"10153",0,1937
2019-12-08,"10162",0,228
2019-12-08,"10199",0,2177
2019-12-08,"10278",0,542
2019-12-08,"10279",0,1693
2019-12-08,"10280",0,4517
2019-12-08,"10282",0,3049
2019-12-08,"10453",0,0
2019-12-08,"10457",0,0
2019-12-08,"10458",0,0
2019-12-08,"10460",0,0
2019-12-08,"11101",0,4143
2019-12-08,"11102",0,1788
2019-12-08,"11103",0,769
2019-12-08,"11105",0,986
2019-12-08,"11106",0,2345
2019-12-08,"11109",0,1130
2019-12-08,"11201",0,14513
2019-12-08,"11203",0,105
2019-12-08,"11205",0,5777
2019-12-08,"11206",0,2745
2019-12-08,"11208",0,1166
2019-12-08,"11211",0,16167
2019-12-08,"11213",0,806
2019-12-08,"11215",0,6055
2019-12-08,"11216",0,2367
2019-12-08,"11217",0,6684
2019-12-08,"11221",0,2226
2019-12-08,"11222",0,6416
2019-12-08,"11225",0,672
2019-12-08,"11231",0,5530
2019-12-08,"11232",0,126
2019-12-08,"11233",0,963
2019-12-08,"11235",0,159
2019-12-08,"11237",0,1289
2019-12-08,"11238",0,5018
2019-12-08,"11369",0,105
2019-12-08,"10468",0,0
2019-12-08,"11385",0,270
2019-12-08,"11207",0,164
2019-12-08,"10006",0,662
2019-12-08,"10170",0,0
2019-12-08,"10032",0,0
2019-12-08,"10030",0,0
2019-12-08,"10031",0,0
2019-12-08,"10451",0,0
2019-12-08,"10454",0,0
2019-12-08,"10039",0,0
2019-12-08,"10455",0,0
2019-12-08,"10456",0,0
2019-12-08,"10033",0,0
2019-12-08,"10111",0,0
2019-12-08,"10452",0,0
2019-12-08,"10459",0,0
2019-12-08,"10474",0,0
2019-12-08,"11220",0,0
2019-12-08,"11370",0,0
2019-12-08,"11377",0,0
2019-12-08,"11218",0,0
2019-12-08,"11226",0,0
2019-12-08,"10034",0,0
2019-12-08,"10020",0,0
2019-12-08,"10463",0,0
2019-12-08,"10467",0,0
2019-12-08,"11104",0,0
2019-12-08,"10461",0,0
2019-12-08,"11219",0,0
2019-12-08,"11209",0,0
2019-12-15,"10001",0,25364
2019-12-15,"10002",0,20844
2019-12-15,"10003",0,38639
2019-12-15,"10004",0,2261
2019-12-15,"10005",0,2927
2019-12-15,"10007",0,1104
2019-12-15,"10009",0,19517
2019-12-15,"10010",0,17258
2019-12-15,"10011",0,24117
2019-12-15,"10012",0,10018
2019-12-15,"10013",0,11775
2019-12-15,"10014",0,22569
2019-12-15,"10016",0,20871
2019-12-15,"10017",0,9197
2019-12-15,"10018",0,13395
2019-12-15,"10019",0,23943
2019-12-15,"10021",0,8383
2019-12-15,"10022",0,9445
2019-12-15,"10023",0,10756
2019-12-15,"10024",0,9076
2019-12-15,"10025",0,7180
2019-12-15,"10026",0,2023
2019-12-15,"10027",0,3792
2019-12-15,"10028",0,4539
2019-12-15,"10029",0,5386
2019-12-15,"10035",0,4887
2019-12-15,"10036",0,8277
2019-12-15,"10037",0,4713
2019-12-15,"10038",0,6360
2019-12-15,"10040",0,1280
2019-12-15,"10044",0,23
2019-12-15,"10065",0,1420
2019-12-15,"10069",0,936
2019-12-15,"10075",0,2087
2019-12-15,"10115",0,388
2019-12-15,"10119",0,1949
2019-12-15,"10128",0,4796
2019-12-15,"10153",0,1854
2019-12-15,"10162",0,212
2019-12-15,"10199",0,2086
2019-12-15,"10278",0,499
2019-12-15,"10279",0,1464
2019-12-15,"10280",0,4199
2019-12-15,"10282",0,2568
2019-12-15,"10453",0,0
2019-12-15,"10457",0,0
2019-12-15,"10458",0,0
2019-12-15,"10460",0,0
2019-12-15,"11101",0,3842
2019-12-15,"11102",0,1610
2019-12-15,"11103",0,732
2019-12-15,"11105",0,825
2019-12-15,"11106",0,2373
2019-12-15,"11109",0,1009
2019-12-15,"11201",0,14446
2019-12-15,"11203",0,115
2019-12-15,"11205",0,5866
2019-12-15,"11206",0,3191
2019-12-15,"11208",0,991
2019-12-15,"11211",0,16537
2019-12-15,"11213",0,771
2019-12-15,"11215",0,6904
2019-12-15,"11216",0,2581
2019-12-15,"11217",0,6832
2019-12-15,"11221",0,2321
2019-12-15,"11222",0,6390
2019-12-15,"11225",0,730
2019-12-15,"11231",0,5691
2019-12-15,"11232",0,126
2019-12-15,"11233",0,1201
2019-12-15,"11235",0,188
2019-12-15,"11237",0,1498
2019-12-15,"11238",0,5566
2019-12-15,"11369",0,108
2019-12-15,"10468",0,0
2019-12-15,"11385",0,337
2019-12-15,"11207",0,159
2019-12-15,"10006",0,647
2019-12-15,"10170",0,0
2019-12-15,"10032",0,0
2019-12-15,"10030",0,0
2019-12-15,"10031",0,0
2019-12-15,"10451",0,0
2019-12-15,"10454",0,0
2019-12-15,"10039",0,0
2019-12-15,"10455",0,0
2019-12-15,"10456",0,0
2019-12-15,"10033",0,0
2019-12-15,"10111",0,0
2019-12-15,"10452",0,0
2019-12-15,"10459",0,0
2019-12-15,"10474",0,0
2019-12-15,"11220",0,0
2019-12-15,"11370",0,0
2019-12-15,"11377",0,0
2019-12-15,"11218",0,0
2019-12-15,"11226",0,0
2019-12-15,"10034",0,0
2019-12-15,"10020",0,0
2019-12-15,"10463",0,0
2019-12-15,"10467",0,0
2019-12-15,"11104",0,0
2019-12-15,"10461",0,0
2019-12-15,"11219",0,0
2019-12-15,"11209",0,0
2019-12-22,"10001",0,23794
2019-12-22,"10002",0,19458
2019-12-22,"10003",0,36895
2019-12-22,"10004",0,2004
2019-12-22,"10005",0,2531
2019-12-22,"10007",0,1018
2019-12-22,"10009",0,18269
2019-12-22,"10010",0,16056
2019-12-22,"10011",0,22392
2019-12-22,"10012",0,9398
2019-12-22,"10013",0,11114
2019-12-22,"10014",0,20144
2019-12-22,"10016",0,19921
2019-12-22,"10017",0,9062
2019-12-22,"10018",0,12590
2019-12-22,"10019",0,22599
2019-12-22,"10021",0,8090
2019-12-22,"10022",0,9740
2019-12-22,"10023",0,10173
2019-12-22,"10024",0,7999
2019-12-22,"10025",0,6227
2019-12-22,"10026",0,1668
2019-12-22,"10027",0,3187
2019-12-22,"10028",0,4277
2019-12-22,"10029",0,4826
2019-12-22,"10035",0,4421
2019-12-22,"10036",0,8465
2019-12-22,"10037",0,4639
2019-12-22,"10038",0,5705
2019-12-22,"10040",0,1157
2019-12-22,"10044",0,24
2019-12-22,"10065",0,1352
2019-12-22,"10069",0,890
2019-12-22,"10075",0,1815
2019-12-22,"10115",0,382
2019-12-22,"10119",0,1987
2019-12-22,"10128",0,4488
2019-12-22,"10153",0,1734
2019-12-22,"10162",0,222
2019-12-22,"10199",0,1844
2019-12-22,"10278",0,394
2019-12-22,"10279",0,1363
2019-12-22,"10280",0,3648
2019-12-22,"10282",0,2347
2019-12-22,"10453",0,0
2019-12-22,"10457",0,0
2019-12-22,"10458",0,0
2019-12-22,"10460",0,0
2019-12-22,"11101",0,3424
2019-12-22,"11102",0,1309
2019-12-22,"11103",0,583
2019-12-22,"11105",0,742
2019-12-22,"11106",0,2067
2019-12-22,"11109",0,923
2019-12-22,"11201",0,13455
2019-12-22,"11203",0,111
2019-12-22,"11205",0,5321
2019-12-22,"11206",0,2799
2019-12-22,"11208",0,998
2019-12-22,"11211",0,14574
2019-12-22,"11213",0,795
2019-12-22,"11215",0,6443
2019-12-22,"11216",0,2491
2019-12-22,"11217",0,6161
2019-12-22,"11221",0,2325
2019-12-22,"11222",0,6128
2019-12-22,"11225",0,654
2019-12-22,"11231",0,5042
2019-12-22,"11232",0,115
2019-12-22,"11233",0,1067
2019-12-22,"11235",0,180
2019-12-22,"11237",0,1475
2019-12-22,"11238",0,5304
2019-12-22,"11369",0,109
2019-12-22,"10468",0,0
2019-12-22,"11385",0,447
2019-12-22,"11207",0,241
2019-12-22,"10006",0,605
2019-12-22,"10170",0,2
2019-12-22,"10032",0,0
2019-12-22,"10030",0,0
2019-12-22,"10031",0,0
2019-12-22,"10451",0,0
2019-12-22,"10454",0,0
2019-12-22,"10039",0,0
2019-12-22,"10455",0,0
2019-12-22,"10456",0,0
2019-12-22,"10033",0,0
2019-12-22,"10111",0,0
2019-12-22,"10452",0,0
2019-12-22,"10459",0,0
2019-12-22,"10474",0,0
2019-12-22,"11220",0,0
2019-12-22,"11370",0,0
2019-12-22,"11377",0,0
2019-12-22,"11218",0,0
2019-12-22,"11226",0,0
2019-12-22,"10034",0,0
2019-12-22,"10020",0,0
2019-12-22,"10463",0,0
2019-12-22,"10467",0,0
2019-12-22,"11104",0,0
2019-12-22,"10461",0,0
2019-12-22,"11219",0,0
2019-12-22,"11209",0,0
2019-12-29,"10001",0,17224
2019-12-29,"10002",0,19331
2019-12-29,"10003",0,28131
2019-12-29,"10004",0,1874
2019-12-29,"10005",0,2120
2019-12-29,"10007",0,862
2019-12-29,"10009",0,14569
2019-12-29,"10010",0,10723
2019-12-29,"10011",0,16985
2019-12-29,"10012",0,7924
2019-12-29,"10013",0,8904
2019-12-29,"10014",0,15674
2019-12-29,"10016",0,13875
2019-12-29,"10017",0,6652
2019-12-29,"10018",0,9628
2019-12-29,"10019",0,19576
2019-12-29,"10021",0,6325
2019-12-29,"10022",0,7894
2019-12-29,"10023",0,10482
2019-12-29,"10024",0,8508
2019-12-29,"10025",0,6792
2019-12-29,"10026",0,2141
2019-12-29,"10027",0,3075
2019-12-29,"10028",0,3822
2019-12-29,"10029",0,4776
2019-12-29,"10035",0,3160
2019-12-29,"10036",0,7870
2019-12-29,"10037",0,3346
2019-12-29,"10038",0,5262
2019-12-29,"10040",0,1147
2019-12-29,"10044",0,56
2019-12-29,"10065",0,1033
2019-12-29,"10069",0,855
2019-12-29,"10075",0,2527
2019-12-29,"10115",0,165
2019-12-29,"10119",0,1603
2019-12-29,"10128",0,4538
2019-12-29,"10153",0,2150
2019-12-29,"10162",0,159
2019-12-29,"10199",0,1744
2019-12-29,"10278",0,495
2019-12-29,"10279",0,1095
2019-12-29,"10280",0,4249
2019-12-29,"10282",0,2505
2019-12-29,"10453",0,0
2019-12-29,"10457",0,0
2019-12-29,"10458",0,0
2019-12-29,"10460",0,0
2019-12-29,"11101",0,3251
2019-12-29,"11102",0,1426
2019-12-29,"11103",0,815
2019-12-29,"11105",0,777
2019-12-29,"11106",0,2165
2019-12-29,"11109",0,789
2019-12-29,"11201",0,11124
2019-12-29,"11203",0,107
2019-12-29,"11205",0,3899
2019-12-29,"11206",0,2539
2019-12-29,"11208",0,793
2019-12-29,"11211",0,12925
2019-12-29,"11213",0,582
2019-12-29,"11215",0,5682
2019-12-29,"11216",0,2090
2019-12-29,"11217",0,5141
2019-12-29,"11221",0,2082
2019-12-29,"11222",0,4726
2019-12-29,"11225",0,736
2019-12-29,"11231",0,4018
2019-12-29,"11232",0,185
2019-12-29,"11233",0,946
2019-12-29,"11235",0,157
2019-12-29,"11237",0,1505
2019-12-29,"11238",0,4522
2019-12-29,"11369",0,101
2019-12-29,"10468",0,0
2019-12-29,"11385",0,487
2019-12-29,"11207",0,310
2019-12-29,"10006",0,827
2019-12-29,"10170",0,2
2019-12-29,"10032",0,0
2019-12-29,"10030",0,0
2019-12-29,"10031",0,0
2019-12-29,"10451",0,0
2019-12-29,"10454",0,0
2019-12-29,"10039",0,0
2019-12-29,"10455",0,0
2019-12-29,"10456",0,0
2019-12-29,"10033",0,0
2019-12-29,"10111",0,0
2019-12-29,"10452",0,0
2019-12-29,"10459",0,0
2019-12-29,"10474",0,0
2019-12-29,"11220",0,0
2019-12-29,"11370",0,0
2019-12-29,"11377",0,0
2019-12-29,"11218",0,0
2019-12-29,"11226",0,0
2019-12-29,"10034",0,0
2019-12-29,"10020",0,0
2019-12-29,"10463",0,0
2019-12-29,"10467",0,0
2019-12-29,"11104",0,0
2019-12-29,"10461",0,0
2019-12-29,"11219",0,0
2019-12-29,"11209",0,0
2020-01-05,"10001",0,16873
2020-01-05,"10002",0,18614
2020-01-05,"10003",0,28459
2020-01-05,"10004",0,1738
2020-01-05,"10005",0,2001
2020-01-05,"10007",0,823
2020-01-05,"10009",0,15909
2020-01-05,"10010",0,11153
2020-01-05,"10011",0,17236
2020-01-05,"10012",0,7563
2020-01-05,"10013",0,8850
2020-01-05,"10014",0,15909
2020-01-05,"10016",0,13872
2020-01-05,"10017",0,6145
2020-01-05,"10018",0,7572
2020-01-05,"10019",0,16131
2020-01-05,"10021",0,6529
2020-01-05,"10022",0,7539
2020-01-05,"10023",0,9084
2020-01-05,"10024",0,8305
2020-01-05,"10025",0,6362
2020-01-05,"10026",0,1879
2020-01-05,"10027",0,3070
2020-01-05,"10028",0,3887
2020-01-05,"10029",0,4412
2020-01-05,"10035",0,3298
2020-01-05,"10036",0,7376
2020-01-05,"10037",0,3029
2020-01-05,"10038",0,5301
2020-01-05,"10040",0,1031
2020-01-05,"10044",0,32
2020-01-05,"10065",0,979
2020-01-05,"10069",0,889
2020-01-05,"10075",0,2167
2020-01-05,"10115",0,224
2020-01-05,"10119",0,1463
2020-01-05,"10128",0,4333
2020-01-05,"10153",0,1862
2020-01-05,"10162",0,159
2020-01-05,"10199",0,1701
2020-01-05,"10278",0,363
2020-01-05,"10279",0,1080
2020-01-05,"10280",0,3789
2020-01-05,"10282",0,2342
2020-01-05,"10453",0,0
